1;2;3;4;5;6;7;8;9;10;11;12
81021976;Movie;The Spooky Tale of Captain Underpants Hack-a-ween;;Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Clancy Brown, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Patty Mattson, Brennan Murray, Kevin Michael Richardson, Mindy Sterling, Stephen Tobolowsky, Kari Wahlgren;United States;2008-10-01;2019;TV-Y7;46 min;Children & Family Movies, Comedies;When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday – and it's a huge success!
81020161;Movie;Pulang;Kabir Bhatia;Puteri Aishah, Remy Ishak, Alvin Wong;Malaysia;2008-10-01;2018;TV-14;119 min;Action & Adventure, Dramas, International Movies;Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.
80025390;Movie;The Water Diviner;Russell Crowe;Russell Crowe, Olga Kurylenko, Yılmaz Erdoğan, Cem Yılmaz, Jai Courtney, Ryan Corr, James Fraser, Ben O'Toole, Steve Bastoni, Salih Kalyon;Australia, United States;2007-10-01;2019;R;111 min;Dramas, International Movies;Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland.
80196216;Movie;Chris Brown: Welcome to My Life;Andrew Sandler;Chris Brown;United States;2007-10-01;2017;TV-MA;80 min;Documentaries, Music & Musicals;Featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of Chris Brown.
80091741;Movie;13TH;Ava DuVernay;;United States;2007-10-01;2016;TV-MA;101 min;Documentaries;In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.
80115464;Movie;Russell Peters: Almost Famous;Dave Higby;Russell Peters;United States;2007-10-01;2016;TV-MA;73 min;Stand-Up Comedy;The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human.
80113144;TV Show;StoryBots Super Songs;;Judy Greer, Jeff Gill, Erin Fitzgerald, Fred Tatasciore, Gregg Spiridellis;United States;2007-10-01;2016;TV-Y;1 Season;Kids' TV;Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.
80041653;Movie;The Siege of Jadotville;Richie Smyth;Jamie Dornan, Guillaume Canet, Emmanuelle Seigner, Jason O'Mara, Mikael Persbrandt, Mark Strong, Michael McElhatton, Danny Sapani, Sam Keeley, Ronan Raftery, Mike Noble, Charlie Kelly, Conor MacNeill, Fionn O'Shea, Conor Quinlan, Jordan Mifsud;Ireland, South Africa;2007-10-01;2016;TV-MA;108 min;Action & Adventure, Dramas, International Movies;Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story.
81016338;Movie;Love for Sale;Andibachtiar Yusuf;Gading Marten, Della Dartyan, Rukman Rosadi, Albert Halim, Verdi Solaiman, Adriano Qalbi, Sabrina Rochelle Kalangie, Rizky Mocil;Indonesia;2006-10-01;2019;TV-14;101 min;Dramas, International Movies, Romantic Movies;Richard accepts a bet that he can't find a companion to a friend's wedding, not knowing the dating app he's using includes a 45-day contract.
81002592;Movie;Jackpot;Dustin Nguyen;Chi Tai, Lan Ngoc, Dustin Nguyen, Thu Trang;Vietnam;2006-10-01;2018;TV-14;92 min;Comedies, Dramas, International Movies;A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.
81017724;Movie;Seven in Heaven;Chris Eigeman;Travis Tope, Haley Ramm, Jacinda Barrett, Gary Cole, Dylan Everett, Clark Backo, Vinson Tran, Paulino Nunes, Jeff Clarke;United States;2006-10-01;2018;PG-13;94 min;Horror Movies;Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.
80174918;TV Show;ID-0;;Kazuyuki Okitsu, Minami Tsuda, Masaya Matsukaze, Sayaka Ohara, Rikiya Koyama, Hisako Kanemoto, Ari Ozawa, Junko Minagawa, Reina Ueda;Japan;2006-10-01;2017;TV-14;1 Season;Anime Series, International TV Shows;In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.
80170301;Movie;Kung Fu Yoga;Stanley Tong;Jackie Chan, Disha Patani, Amyra Dastur, Sonu Sood, Aarif Rahman, Miya Muqi, Zhang Yixing, Eric Tsang;China, India, Nepal;2006-10-01;2017;TV-PG;107 min;Action & Adventure, Comedies, International Movies;Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.
80189623;Movie;The Death and Life of Marsha P. Johnson;David France;;United States;2006-10-01;2017;TV-MA;106 min;Documentaries, LGBTQ Movies;As she fights the tide of violence against trans women, activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson.
80215730;TV Show;Legend Quest: Masters of Myth;;Johnny Rose, Annemarie Blanco, Paul Tei, Oscar Cheda, Chuck Morgan, Jenna Lamia, James Carrey;Mexico;2005-10-01;2019;TV-Y7;1 Season;Kids' TV;When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije – super-secret monster hunters – to save the day.
81161487;TV Show;My Country: The New Age;;Yang Se-Jong, Woo Do‑hwan, Seolhyun, Jang Hyuk, Kim Young-chul, In Gyo-jin, Yu Oh-seong, Ahn Nae-sang;South Korea;2005-10-01;2019;TV-14;1 Season;International TV Shows, Korean TV Shows, TV Action & Adventure;At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything.
81177367;Movie;Noblemen;Vandana Kataria;Ali Haji, Kunal Kapoor, Muskkaan Jaferi, Hardik Thakkar, Ali Mir, Shaan Grover, M.K. Raina, Ivan Rodrigues;India;2005-10-01;2019;TV-MA;109 min;Dramas, Independent Movies, International Movies;"When he lands the lead in his Christian school's production of ""The Merchant of Venice,"" a secretly gay student is bullied by wealthy upperclassmen."
81016323;Movie;Cahaya Dari Timur Beta Maluku;Angga Dwimas Sasongko;Chicco Jerikho, Abdurrahman Arif, Jajang C. Noer, Ridho Hafiedz, Leo Maitimu, Shafira Umm, Glenn Fredly, Aufa Assagaf, Burhanuddin Ohorella, Bebeto Leutually;Indonesia;2005-10-01;2018;TV-14;151 min;Dramas, International Movies, Sports Movies;After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed.
80198511;TV Show;Dancing Queen;;"Justin ""Alyssa Edwards"" Johnson";;2005-10-01;2018;TV-14;1 Season;Reality TV;Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.
81016318;Movie;Emma' (Mother);Riri Riza;Cut Mini Theo, Christoffer Nelwan, Arman Dewarti, Jajang C. Noer, Indah Permatasari, Dimi Cindyastira, Irmawati Jabbar, Andreuw Parinussa, Fanesa Kayla;Indonesia;2005-10-01;2018;TV-PG;74 min;Dramas, International Movies;In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life.
80240840;TV Show;Empire Games;;Jim O'Brien;Czech Republic, United States;2005-10-01;2018;TV-14;1 Season;Docuseries;Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.
80191369;TV Show;LOST SONG;;Konomi Suzuki, Yukari Tamura, Misaki Kuno, Chiaki Takahashi, Seiichiro Yamashita, Asami Seto, Yu Serizawa, Ai Kayano, Tsuyoshi Koyama, Yuto Suzuki, Mitsuru Ogata, Hiroshi Ito;Japan;2005-10-01;2018;TV-14;1 Season;Anime Series, International TV Shows;War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song.
80242081;Movie;Malevolent;Olaf de Fleur;Florence Pugh, Ben Lloyd-Hughes, Celia Imrie, James Cosmo, Scott Chambers, Georgina Bevan;United Kingdom;2005-10-01;2018;TV-MA;89 min;Horror Movies, Thrillers;A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.
80168222;Movie;Private Life;Tamara Jenkins;Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, John Carroll Lynch, Denis O'Hare, Desmin Borges, Tracee Chimo, Siobhan Fallon Hogan, Emily Robinson;United States;2005-10-01;2018;R;124 min;Comedies, Dramas, Independent Movies;Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.
80999063;Movie;Super Monsters Save Halloween;;Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr;;2005-10-01;2018;TV-Y;25 min;Children & Family Movies;The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of.
80220650;TV Show;YG Future Strategy Office;;Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu, Son Se-bin, Kim Ga-eun, Park Choong-hwan, Baek Yeong-gwang, Choi Sin-deuk;South Korea;2005-10-01;2018;TV-MA;1 Season;International TV Shows, Korean TV Shows, TV Comedies;K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.
80164032;Movie;A Plastic Ocean;;Tanya Streeter;United Kingdom, Hong Kong;2004-10-01;2019;TV-PG;100 min;Documentaries;When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts.
81158574;Movie;Brother in Love;Onur Bilgetay;Cem Gelinoğlu, Melis Babadag, Ege Kökenli, Müfit Kayacan, Lale Başar, Ali Erkazan, Özlem Çakar, Selen Domaç, Ferdi Sancar, Güven Hokna;Turkey;2004-10-01;2019;TV-14;110 min;Comedies, International Movies, Romantic Movies;A robbery leaves a proprietor penniless before his wedding, but becoming a son-in-law to a second family might be the financial solution he needs.
80237905;Movie;In the Tall Grass;Vincenzo Natali;Patrick Wilson, Laysla De Oliveira, Avery Whitted, Harrison Gilbertson, Rachel Wilson, Will Buie Jr.;Canada;2004-10-01;2019;TV-MA;102 min;Horror Movies, Thrillers;After hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out.
81132440;Movie;Kids on the Block;Tugçe Soysop;Selim Bayraktar, Berat Efe Parlar, Esat Polat Güler, Eda Döğer, Dora Dalgıç, Taha Sönmezisik, Zeynep Ilgin Çelik, Arda Taşarcan, Alperen Efe Esmer, İlknur Külahlıoglu, İkra Külahlıoğlu;Turkey;2004-10-01;2019;TV-PG;102 min;Children & Family Movies, Comedies;When their fun in the park is threatened by a neighborhood nagger, a group of friends declares war to play freely on their turf.
80117803;TV Show;Raising Dion;;Alisha Wainwright, Ja'Siah Young, Jason Ritter, Michael B. Jordan, Jazmyn Simon, Ali Ahn, Sammi Haney;United States;2004-10-01;2019;TV-PG;1 Season;Kids' TV, TV Action & Adventure, TV Dramas;A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.
81021243;Movie;Super Monsters: Vida's First Halloween;Jacob Joice, Steve Ball;Gigi Saul Guerrero, Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr;United States;2004-10-01;2019;TV-Y;24 min;Children & Family Movies;The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard.
81004460;Movie;Compulsion;Craig Goodwill;Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet;United Kingdom, Canada, Italy;2004-10-01;2018;TV-MA;84 min;Dramas, Thrillers;Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.
81016330;Movie;The Dreamer;Riri Riza;Vikri Septiawan, Rendy Ahmad, Azwir Fitrianto, Maudy Ayunda;Indonesia;2004-10-01;2018;TV-PG;121 min;Dramas, International Movies;A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them.
70105130;Movie;The Haunting of Molly Hartley;Mickey Liddell;Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, AnnaLynne McCord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne;United States;2004-10-01;2018;PG-13;85 min;Horror Movies, Thrillers;A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.
81010662;TV Show;Violet Evergarden: Special;;Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Kouki Uchiyama, Minori Chihara, Haruka Tomatsu, Yoko Hikasa;Japan;2004-10-01;2018;TV-PG;1 Season;Anime Series, International TV Shows, Romantic TV Shows;Auto Memory Doll Violet Evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way.
80141858;Movie;LEGO Jurassic World: The Indominus Escape;Michael D. Black;A.J. LoCascio, Sendhil Ramamurthy, Fred Tatasciore, Jake Johnson, Lauren Lapkus, Zachary Levi, BD Wong, David Gunning;United States;2004-10-01;2016;TV-Y7;25 min;Children & Family Movies, Comedies;The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?
70185045;Movie;Forks Over Knives;Lee Fulkerson;;United States;2003-10-01;2019;PG;96 min;Documentaries;According to the research of two food scientists, the popularity of processed foods has led to epidemic rates of obesity, diabetes and other diseases.
80217066;TV Show;Seis Manos;;Aislinn Derbez, Mike Colter, Jonny Cruz, Angélica Vale, Vic Chao, Danny Trejo;United States;2003-10-01;2019;TV-MA;1 Season;Anime Series, Crime TV Shows;Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.
70002129;Movie;Benji's Very Own Christmas Story;Joe Camp;Ron Moody, Patsy Garrett, Cynthia Smith;United States;2003-10-01;2018;TV-G;25 min;Children & Family Movies;While on a press tour, Benji goes behind the scenes of Santa's workshop. But Santa has a devastating secret, so it's up to Benji to save Christmas.
80191963;Movie;The Black Prince;Kavi Raz;Satinder Sartaaj, Shabana Azmi, Jason Flemyng, Amanda Root, Rup Magon, Sophie Stevens, Keith Duffy, David Essex, Leanne Joyce, Ranjit Singh Shubh;United Kingdom, India, United States;2003-10-01;2018;PG-13;121 min;Dramas, International Movies;After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.
80218099;Movie;Truth or Dare;Nick Simon;Cassandra Scerbo, Brytni Sarpy, Mason Dye, Harvey Guillen, Luke Baines, Ricardo Hoyos, Alexxis Lemire, Christina Masterson, Heather Langenkamp;United States;2003-10-01;2018;TV-MA;88 min;Horror Movies;"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all."
80199767;Movie;Cult of Chucky;Don Mancini;Fiona Dourif, Michael Therriault, Adam Hurtig, Alex Vincent, Jennifer Tilly, Brad Dourif, Summer H. Howell, Grace Lynn Kung, Elisabeth Rosen, Zak Santiago, Ali Tataryn;United States;2003-10-01;2017;R;90 min;Horror Movies;Following a string of murders in the asylum where she's confined, Nica Pierce begins to wonder whether Chucky is real after all.
80191665;Movie;Rodney Carrington: Here Comes the Truth;Brandon Jones;Rodney Carrington;United States;2003-10-01;2017;TV-MA;66 min;Stand-Up Comedy;Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.
80161921;Movie;Security;Alain Desrochers;Antonio Banderas, Ben Kingsley, Liam McIntyre, Cung Le, Katherine de la Rocha, Chad Lindberg, Jiro Wang, Gabriella Wright, Shari Watson, John Strong;United States;2003-10-01;2017;R;92 min;Action & Adventure;After taking a job as a mall security guard, a former Marine steps up to protect a young girl who's being hunted by heavily armed mercenaries.
